number,tweet (actual tweet text will defer. Open txt file instead),polarity
1587,"b'@BLUEPATRIOT6 @DKNY58A @pam_brundige @Teesa_Michele @crizteeneeta @MiddleMolly @O__Canada @DisabledResist @lane_rayne @MexiLolo @og_dbl_lo_g @bksrmyaddiction @drjjr500 @Kinder_der_Odin @sjmboca @SadDemocrat @mikedutra @mrose1965 @kaslina thanks, followed back.  Had a rough morning arguing with a fellow resister.  Kind of frustrated about Pelosi\'s comments about not impeaching and the complacency of my fellow Americans to use the ""GOP won\'t convict"" as a means to justify this.  We should be pounding down her door.'",positive
1588,"b'The @CanadianGreens are continuing to attract skilled, knowledgeable, high quality candidates!  #VoteGreen #cdnpoli  https://t.co/HoNEK27tsH'",positive
1589,b'@DonMartinCTV Why isn\xe2\x80\x99t Canada grounding these planes?',neutral
1590,b'200 DMA Support today: $ALS ... https://t.co/trN0WRhgw9',positive
1591,b'@bellport_phys @ThaddeusGunn @EvanMcMullin Doesn\xe2\x80\x99t really matter... I would die in the US with no healthcare... and I would die in Canada waiting for healthcare.',negative
1592,b'Single-vehicle crash closes portion of Parsons Road https://t.co/UC7fIKVLqU https://t.co/ETF9iSt0Hg',negative
1593,"b'@kfc_canada Hello. I ordered food online on Mar.07 and waited 2 hours. There was no delivery. Then I called the store, they said they didn\xe2\x80\x99t receive any order. Then I contact the customer service and waited for a long time, nobody answer.'",positive
1594,b'Did you know that Dr Karen Livesey @UCCS_Physics was one of six people chosen as an Emmy Noether Visiting Fellow for 2018-19 @Perimeter Institute for Theoretical Physics in Canada? Today is her first day! @UCCS #UCCSResearch #UCCSfuelssuccess #notCUBoulder #freecoffee https://t.co/s6XW3MHh64',positive
1595,"b'Canada is also talking to other countries that import our grains, \xe2\x80\x9cjust to make sure the brand hasn\xe2\x80\x99t been affected,\xe2\x80\x9d Bibeau said. \xe2\x80\x9cWe are taking this situation very seriously.\xe2\x80\x9d'",positive
1596,b'Canada\xe2\x80\x99s Amateur Radio Population Showing Continued Growth https://t.co/2fnVd6Ix7l',negative
1597,"b'@coachzhoops @kamilski81 @Trevor_Huffman @r_b_j_c Canada 4v4-Probably on @brianmccormick YouTube Channel. We do @coachzhoops buildup drills-1v1, 2v2, 3v3. We work on ""string spacing:""--if ball moves at you, move away, If it moves away from you, follow it. Done in lots of SSGs with advantages-O dribbles around cone &amp; D trails.'",positive
1598,b'20 DMA Support today: $DOL ... https://t.co/rE6u8Q9XTl',positive
1599,b'New 52 Week Low today: $WRG ... https://t.co/UrW6BU5fHw',positive
1600,b'New 52 Week Low today: $WRG ... https://t.co/UrW6BU5fHw',positive
1601,"b""$4.95 a month is all you need for Canada's most affordable home phone service! Learn more at https://t.co/iYDavEW1Fg OR call us Toll-Free: +1 (855) 553-6646 (Mon-Fri 9am-4pm EDT). Check us out at @Fongo_Mobile https://t.co/hDVozUKn2x""",positive
1602,b'@IWEG_Canada I love Level 3! Such a great course!',positive
1603,"b'@AnneHollonds, Director of the Australian Institute of @FamilyStudies and a leading voice on child and family well-being, will be joining us at the Families in Canada Conference 2019 \xe2\x80\x93 register today! https://t.co/GWOzupSzou #FAM2019 https://t.co/vWEoK96Vg2'",positive
1604,"b""Wonderful @CMAJ editorial by @NathanStall on supporting informal #caregivers as a pressing health care and societal issue. So glad to see more health care professionals advocating for Canada's growing number of caregivers! https://t.co/sYX387jhCH""",positive
1605,b'Ontario to ban cellphones in classrooms next school year https://t.co/gj7v0t4FPH',positive
1606,b'Yasmin in the new iD magazine article.\n\nhttps://t.co/yv1rORk3UD https://t.co/yv1rORk3UD',neutral
1607,b'Salty batman goes to spotted lake canada',negative
1608,"b'This just in!: Here\'s what the United States government had to say to Milo Yiannopoloulos: ""Canada died from a deflated balloon.""'",positive
1609,b'Congratulations to \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6athletes @Krasnoyarsk2019. Team Canada fans have demonstrated amazing support \xf0\x9f\x8f\x86 #uCAN \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 #RealWinter @USPORTSca \xf0\x9f\x93\xb7 :@USPORTSIntl/@Krasnoyarsk2019 https://t.co/W8FxYaHqm0',positive
1610,b'Gall-Lee so many reasons to admire #JustinTrudeau achievements in 3 1/2yrs\n1 Nice hair Good looks\n2 Hates America/Donald Trump\n3 Admires China Bringing unvetted  millions migrants to Canada \n4 $350 child credit \nContinue 2nd tweet',positive
1611,b'@realDonaldTrump @foxandfriends Patrick Moore worked for Greenpeace CANADA. Is not a cofounder. Was booted because he\xe2\x80\x99s a moron. #FakeNews from #SummaCumLiar',negative
1612,"b""Government of Canada takes action to expand Edmonton's light rail transit network  https://t.co/8E3OuLpDcJ""",positive
1613,b'@macleans @MBPrairieGirl6 The dirty Trudeau and the liberal mob are the most corrupt and shameless of Canada',negative
1614,b'Sidewayz - Single by D Chase #OfficialVideo #Youtube \xe2\x81\xa6@dchasedageneral\xe2\x81\xa9 #3LMG #TheLifestyle #Canada \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 https://t.co/NWkME7HSLl',negative
1615,b'Radio Chatter! \xf0\x9f\x93\xbb #TheBaconSta // Canada\xe2\x80\x99s Amateur Radio Population Showing Continued Growth \nhttps://t.co/CFZ6PqK4CE #HAMRadio #BravoCharlieRadio\n https://t.co/QqcY14mK9F',positive
1616,"b""@Scribulatora @MgS_2011 @nationalpost I've read it, and find it ridiculous how Trudeau streamlined the case to shell out the money as quickly as he could before the widow could act. Canada didnt detain him. The US did. Either way thr vast majority of Canadians find this payoff reprehensible and Trudeau is almost gone""",negative
1617,"b""'The diversity is extraordinary': Thousands rally for International Women's Day march | CBC News https://t.co/ymEdkWALlg""",positive
1618,b'@Iamwhitneyblack Time for Canada to do same.',neutral
1619,"b'SAVE $10 until TUES APRIL 9 @indieweek Toronto, Canada NOV 13-17 \xf0\x9f\x8e\xb6\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6\xf0\x9f\xa4\x98https://t.co/3JhdD9kBtm\n.\n.\n.\n. \nslaightmusic @949therock \n#BeINDIE #concert #Calltoartists #Music #Rocknroll #Smile\xe2\x80\xa6 https://t.co/9UO2zsy78P'",positive
1620,"b'This #Healthcare job might be a great fit for you. Click the link in our bio to see it and more. Continuing Care Assistant (CCA) (CAS) at VON Canada #HantsCounty, NS'",positive
1621,b'@namshine @RTDNA_Canada @CarolineVanVCTV @JournalismCU Thanks Nam! \xf0\x9f\x98\x8a',positive
1622,"b'Relief Pharmacist (Weekend) in Vaughan, ON, Canada: pharmacist, injection, pharmacy https://t.co/Egozt9Yicf'",positive
1623,b'Ontario to ban cellphones in classrooms next school year | CBC News https://t.co/FVFjff9R3J',positive
1624,b'Do you really know what government is? I bet you never seen it this way:\nhttps://t.co/Hc0ytVrncf\n#Canada #cdnpoli #Leafs https://t.co/nCuRFIBUx5',positive
1625,b'You know what I don\xe2\x80\x99t love? US &amp; Canada not grounding the Boeing 737 Max when many other countries have done while waiting for answers.\nGuess where Boeing is headquartered? Guess where many 737 max components are manufactured? Not a good look.',positive
1626,b'good morning hope my employers found out about my international drug smuggling ring (bringing a gpen into canada) so that i get fired today fingers crossed ladies !!!!!!',positive
1627,"b'@pbump ""Although Mr. Moore played a Significant role in Greenpeace Canada for several years"".........................'",positive
1628,"b'Developers are calling the movement a more sustainable way of living. Wood is not only faster to build with, it\xe2\x80\x99s also more sustainable and more cost effective.\n#GlobalNews #Canada #Wood #construction #sustainability #woodworking #UBC #Vancouver #eskarton https://t.co/cFGdCltGOu'",positive
1629,"b'Developers are calling the movement a more sustainable way of living. Wood is not only faster to build with, it\xe2\x80\x99s also more sustainable and more cost effective.\n#GlobalNews #Canada #Wood #construction #sustainability #woodworking #UBC #Vancouver #eskarton https://t.co/cFGdCltGOu'",positive
1630,"b'petition: Demand Judge Paul Meyers be FIRED after he gave a two week sentence to a sexual predator., Canada https://t.co/61C3t9T5R0'",negative
1631,b'@CRTCeng You have no jurisdiction on internet streaming content in Canada? I find that difficult to believe.',positive
1632,"b'First Nations elder says sacred medicine pouch was \xe2\x80\x98desecrated\xe2\x80\x99 when airport security forced her to open it\n\nPeople should be given the option to take flying carpets, flying brooms or unicorns as alternative means of transportation.  https://t.co/tw6ojPCyMl'",positive
1633,"b'@DonSather2 @DesmondCole the entire history of Canada, for a start, also the entire history of Catholic education in Canada. You\xe2\x80\x99re making an assumption off of a feeling'",positive
1634,"b'so Maluma can make it to Canada, and out of all places Brampton (oof) but CNCO our here jumping from Miami to Italy \xf0\x9f\xa7\x90\xe2\x98\xb9\xef\xb8\x8f I demand an explanation.'",positive
1635,b'Ontario to ban cellphones from classrooms: CP https://t.co/kaOgSnOf3Z #saskedchat I guess if the most important thing in school is to pass a test.',positive
1636,b'@rjkwascana We are very happy for @CAGPSaskSouth and look forward to seeing colleagues from across Canada in the beautiful #yqr #cagp #sask',positive
1637,"b""@SketchesbyBoze And, if you check your favourite author's books out of the public library in Canada, the author gets paid via The Public Lending Right! Win-win!""",positive
1638,"b'@based_caz @Scribulatora @nationalpost I see fundamental concepts about rights and citizenship elude your comprehension.  \nEven if Khadr was a terrorist (unproven), Canada had a duty to him as a citizen to repatriate and try him under our laws. Instead our govts obstructed that process deliberately.'",positive
1639,"b""Political suicide 4 @conservatives 2 put interest of 1m #NI who don't vote tory, above 17m who do. Go 4 #canada+ let #eu build border of they want one. Enough already. #brexit""",positive
1640,"b'RT Invest420 ""RT MidasLetter: Alan Brochstein (Invest420) will be calling into the show today via Skype to talk about all things Cannabis in the U.S.A. and Canada! Send in your questions! #WeedStocks""'",positive
1641,b'Canada looking for input on making travel network most #accessible in the world https://t.co/Mo3hXzDSbx',positive
1642,b'@ScottW_Grizzle Which once new regulations come into play in October Canada for oils - will allow consumer packaging companies ( nestle etc) and beverage and also big pharmaceutical to come to companies like $labs with specific dose or formulas to provide to them at pharma grade.  Buyout 2021-22',positive
1643,b'@pam_brundige @Georgie99011801 @patricia_1333 @madmissmattie @Mimi2Parker @Sharee29164797 @de_gohst @Smith70Sherrie @howeasyweforget @stephhillsgrove @LadyVotingBlue @mikeedw56668977 @O__Canada @JacquelineRayJR @ExpandInCourage @JohnS54G Done!',neutral
1644,"b'Has anybody checked how many shares Trudope &amp; Butthead own in Lavalin?Maybe the story is really about SHARES, not jobs or votes! Why are Boeing Max still flying in Canada when many governments have grounded it? There may be a story there, too https://t.co/QwkDE9F25v'",positive
1645,"b'@RachTsoi We continue to monitor the situation and based on current info, and recommendations by government safety regulators, Transport Canada, the FAA, and the manufacturer, we will continue to operate our normal B737 schedule and our current re-booking policies remain in place. /Max'",positive
1646,b'A Joint Effort: Nova Scotia Court Certifies Canada\xe2\x80\x99s First Ever Cannabis Product Liability Class Action https://t.co/GaMSOZvX8b #cannabis #productliability https://t.co/vepNtmJhpZ',negative
1647,"b'@GlennKesslerWP @Greenpeace ""Although Mr. Moore played a significant role in Greenpeace Canada for several years""'",positive
1648,"b""@timhortonsuk @srbarts Shame there's none in the south I have a family from Canada visiting and there's none remotely close!""",negative
1649,"b'@boozereviewsca They were not the first to do it, Canada has not done anything at this juncture. Air Canada, Westjet, and Sunwing have a total of 41 of these planes. #boeing #aircanada #westjet #sunwing'",positive
1650,b'@davidfrum Or with what\xe2\x80\x99s happening in Canada lately',neutral
1651,b'Bruh ppl be wit the 750 dollars Canada goose jackets and I\xe2\x80\x99m like wtf vro',positive
1652,"b'@CandiceBergenMP shares the vision of making #Canada strategically competitive with trade, while growing our ecomony @TruckingMB  @MBHomebuilders @ManitobaHeavy @WCAnews @MeritManitoba @CMEManitoba representing their members at this morning\xe2\x80\x99s Leaders Breakfast. https://t.co/A1UVswksPD'",positive
1653,"b'Love seeing classrooms across Canada share their data from the @LetsTalkScience #LTSLivingSpace project! \n\nSs organize, evaluate, interpret, analyze &amp; compare data w/local classrooms or w/the national data set and gain insight of their environmental conditions!\n\n#CanCode @FCLEdu https://t.co/tv5t7MlaPH'",positive
1654,b'@AshaTomlinson @RTDNA_Canada @CarolineVanVCTV @JournalismCU Thank you!',neutral
1655,b'CUPE nursing home workers protest as contract talks resume #unionstrong #solidarity https://t.co/pEnW3VU7LC',positive
1656,"b'Air Canada and WestJet stand behind safety of Boeing 737 Max 8 after deadly crash in Ethiopia, via @NationalPost https://t.co/W3DvlTdPvi'",negative
1657,b'I\xe2\x80\x99m happy to see this... (Air Canada needs to ground them.) I recently rode a Boeing 737 Max 8 to Toronto from Edmonton on route to Peru... We (ShareWordGlobal) are no longer booking flights with that particular type of aircraft until a full report is... https://t.co/dfYP9XmIhy',positive
1658,b'@PaulMcCartney Hey Sir Paul ... whats up with eastern Canada gigs ... there r none. ????',negative
1659,"b'@phenoxides @dkahanerules @GlennKesslerWP @Greenpeace What is the advantage of not burning fossil fuels?  How quickly will solar energy be restored when panels are destroyed in hurricanes?  Will planes fly long distances at night?  Cloudy weather?  What about Canada northward in the winter, when the sun is not up for long?'",positive
1660,"b""'In Canada, the role of pharmacists in managing joint pain has been more widely acknowledged than in the UK.'\n#OUK219 #OUK219coproduction #forumpost\n\nhttps://t.co/7zb8713bEr""",negative
1661,b'Cross - Single by D Chase \xe2\x81\xa6@dchasedageneral\xe2\x81\xa9 #DownloadNow #3LMG #TheLifestyle #Canada \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 https://t.co/vKXMDcjZBr',negative
1662,"b""@Flash_33 @_marlanderthews You are not the first to say they haven't heard it from your parts of Canada. I think it's an Ontario thing. Someone passed this along to me earlier today. https://t.co/9FFulwKvMV""",positive
1663,"b'@Ithebunny @scrowder @realDonaldTrump @foxandfriends Green Peace Canada, not USA'",positive
1664,"b'@Ithebunny @scrowder @realDonaldTrump @foxandfriends Green Peace Canada, not USA'",positive
1665,"b""@BigAnalytics1 @RepMattGaetz If GOP wasn't in power right now, we would have these same problems getting worse. Socialism has NEVER worked in practice. Those countries you mention are NOT socialist. BTW Canada does have a corrupt gov. I think you need to do more reserach before typing BS""",positive
1666,"b""Australian PM: trade deals with Australia, Canada, New Zealand &amp; India will not make up for UK brexiting EU. Called it Brexit-supporters' \xe2\x80\x9cnuttiest of the many nutty arguments\xe2\x80\x9d.\n#Brexit""",positive
1667,"b'I\xe2\x80\x99m live on Canada\xe2\x80\x99s @CTVNews now \xe2\x80\x94 as UK joins Australia, China, Singapore &amp; others in banning Boeing\xe2\x80\x99s #737MAX jet. https://t.co/A1bQyX2gw9'",positive
1668,b'UNLOCK APPLE ID \xf0\x9f\x93\xb3 https://t.co/kEa5og0TEt \xf0\x9f\x86\x93 UNLOCK ICLOUD FREE #icloud #icloudunlock #icloudgenerator #icloudbypass #icloudunlocker #icloudunlocking #removeicloud #icloudremoval #estadosunidos #reinounido #australia #canada #USA https://t.co/1StykYd5o5',positive
1669,b'May will bring you 16th @AgainstxGravity festival. press conference now mentioning partnering with #Canada and featuring 6 Canadian documentry films + discussions. Must see! https://t.co/sLb0D9YFgY',positive
1670,"b""Canada\xe2\x80\x99s relationship with the #Oscars has been long &amp; fruitful! At the 2019 Oscars, dir. Domee Shi became the latest Canadian to earn Oscar bragging rights! Check out @ReelThomErnst's take on Canada's storied history at @TheAcademy over the past 90 years! https://t.co/IrOxBbIYYP https://t.co/Qj3LCxZZjo""",positive
1671,"b'A privilege to take part in the morning\xe2\x80\x99s discussion about inclusive public services for LGBT people. Great to hear representatives from Thailand, ARC, South Africa, Belgium, the Episcopalian church, the European Commission and Canada on inclusion #CSW63 \xe2\x81\xa6@WomenEqualities\xe2\x81\xa9 https://t.co/aV4UY7y8yZ'",positive
1672,"b""@NewtonEmerson What's worse if you thought long term, a chance to get a better Brexit deal without an Irish Sea or Land border through some version of Norway or Super Canada or her weird abstract backstop? I'd take my chances.""",positive
1673,b'@SusanMunro13 Why is Canada not on the list?',neutral
1674,"b""@Docs4GunControl So your opinion is because the US had firearm accidents, we need to change Canada's laws. Even though those stats don't apply to us.""",positive
1675,"b'\xe2\x80\x9cLa Barque\xe2\x80\x9d Residence in Saint-Donat, Canada by ACDF Architecture https://t.co/BtzSJ4EYi8 via @aeccafe'",neutral
1676,"b'@WandrMe @flightradar24 @EASA @FAANews Westjet and Air Canada too, no? As well as TUI Belgium for instance.'",positive
1677,"b'.@SeamusORegan visits @MemorialU to highlight Project Grant results, celebrate impactful research https://t.co/wD5P7M6zxy #DiscoveriesForLife'",positive
1678,"b'""...Scheer was a member of the Stephen Harper government that waged a decade-long battle to bend Canada\xe2\x80\x99s judiciary to the will of a Charter-averse, tough-on-crime Conservative party.""\nScheer\'s not promising to do better, nor is he apologizing for his mentor\'s transgressions. https://t.co/Eva7ErZdWH'",positive
1679,b'#DYK? Tuberculosis (TB) is one of the top 10 causes of death worldwide. It\xe2\x80\x99s time we end this preventable disease \xe2\x80\x93 once and for all! Click here to take action &amp; call on Canada to support initiatives that work to #endTB : https://t.co/BCzUC71xux #ItsTimetoEndTB https://t.co/HfFERIyXQL',negative
1680,b'@NBCNews Take a lesson from Canada and move forward on federal legalization!!',positive
1681,b'#ContestAlert PCM Canada is giving away a brand new Microsoft Surface 2 Laptop free! Just Retweet this post or share your own story with #PCM on how you could use a Surface 2. https://t.co/t0nBBYacSJ',positive
1682,b'Dive deeper into the wine world with WSET Level 3 Award in Wines! 8 Mondays of learning and tasting this spring. Sign up now: https://t.co/rEpmUsIQlZ #torontolife https://t.co/7jpyd3PgW8',positive
1683,b'## SHARE THE BECKY STEPHENS  /  ARCHBISHOP OF  CANTERBURY IN ENGLAND  WITH THE  ANGLICAN DIOCESE  OF  NEW WESTMINSTER   IN BRITISH COLUMBIA   CANADA  .  ## https://t.co/uct9rLTd7a',positive
1684,b'Rogue State bullies Japan https://t.co/R4eozG48bS #Poland #Ukraine #Belarus #Czech #Slovakia #Romania #Finland #Canada #Greece #Turkey',negative
1685,b'Trying to buttress a statement with a Resistance banner is really quite comical.\nHe was the President of Greenpeace Canada.. https://t.co/LYkery2I9x',positive
1686,"b'Airlines in Canada keep flying #Boeing737Max, another country grounds them https://t.co/wNiyBFFQVi #travel cc @hharteveldt ^ @jacquiemcnish'",positive
1687,b'@badjamjam The problem is that Albertadoesnot have any votes that any federal party leader cares (or thinks) about. The only unique solution for Alberta will have to be delivered to Canada by Albertans.',positive
1688,"b'It\xe2\x80\x99s #OpenGovWeek! With this year\xe2\x80\x99s theme of inclusion, we invite Ontarians to celebrate transparency, accountability and participate in government. https://t.co/7EVhCeneH4 #OpenGov https://t.co/wjB5dW59Bk #heretoserve https://t.co/FNcoOnYKT3'",positive
1689,b'@RawMilkConsumer Just ordered some in the UK. I just learned about this milk. So yummy! When I move back to Canada i will be driving across the US border to get some.',positive
1690,"b""@based_caz @MgS_2011 @nationalpost You should probably read all the material available on this case.\n\nIn any event, Canada does not allow its citizens to be tortured. Period.\n\nBecause precedent. Look it up. It's really important, no matter who you are.""",positive
1691,b'Reason #20 to buy an annual pass :Visiting the southernmost point of mainland Canada! https://t.co/nMNaX9i8Z3',positive
1692,b'Are you organizing a festival in your community between January and July 2020? Submit an application to the Building Communities Through Arts and Heritage program before April 30! \nhttps://t.co/OfEeyxOSWm https://t.co/dl4R1f3jJV',positive
1693,"b'@luthermallory where can I stream The Bow + The Blade in Canada? Tried to presave the new single on Spotify and none of your releases are available - is YouTube really the only place for your fellow Canucks to listen, right now?'",positive
1694,"b'It is important to stay vigilant and learn to identify fraudulent activities. For more information, check out the Bank of Canada\xe2\x80\x99s (@bankofcanada) publication \xe2\x80\x9cFraud in 3D\xe2\x80\x9d: https://t.co/Qv875Xv6LG #FPM2019 #KNOWFRAUD'",positive
1695,b'@VinceCharron @CBCAlerts Only Canada and America are left to pull the plug. Hard to keep up with who is still flying as every half hour the list grows ahaha',positive
1696,"b""SRZ partner Joseph Vitale to speak at @ABAesq's 2019 Business Law Section Spring Meeting on 3/28-30 in Vancouver, Canada: https://t.co/zaafzsMzoT""",negative
1697,b'@C_Mulroney @SylviaJonesMPP @YRDSB What about the Autistic Community? Why are you choosing to be a spectator to the largest human rights violation in Canada since the Indigenous were forced into residential schools? @OntHumanRights #ONPoli #AutismDoesNotEndOnApril1 #ResignLisaMacLeod',negative
1698,"b'Anyone who cares one iota about reconciliation in Canada needs to read this. Thoughtful, truthful, historical, contemporary. https://t.co/Ljdtr3XPB4'",positive
1699,"b'Anyone who cares one iota about reconciliation in Canada needs to read this. Thoughtful, truthful, historical, contemporary. https://t.co/Ljdtr3XPB4'",positive
1700,"b'The most highly taxed provinces in Canada are also the ""have-nots"", receiving $ from other provs. And they\'ve been the most highly taxed for some time. Obviously high taxes aren\'t solving their problems, but weakening their economies so they\'ll remain on the equalization dole. https://t.co/3NFaRYQA0j'",positive
1701,"b""Disabled Calgarians ask why Calgary Transit Access doesn't 'treat us with respect'\nhttps://t.co/Etwa6ZKHm8""",positive
1702,b'Jobs in Canada for foreigners: Journeyman Millwright- Edmonton Project https://t.co/ASb4jfUU6x https://t.co/31nlEEpKkL',neutral
1703,"b""Canada\xe2\x80\x99s Best Managed Companies is the country's leading business awards program, recognizing excellence in private Canadian-owned companies. Congratulations to all of the TEC Canada member companies that made the list! https://t.co/4rljVTk8ch #TEC #success""",positive
1704,"b'Over 30 universities in the US, Canada, and South Asia were victims of a #cyber espionage attack last week. What was the goal? To obtain warfare and technology strategic information of submarine missiles. https://t.co/GgcHYDf0tQ #insights #risk #podcast https://t.co/NbqFcND8h8'",positive
1705,"b'Melanie Lemay, co-founder of Quebec contre les violences sexuelles tells us why it was important for her to serve a as member of the Canadian delegation at #CSW63. @M3lani3e @quebeccvs https://t.co/6KVxhGNaQR'",positive
1706,b'Canada was just ranked #1 on the Global Wellness Index \xe2\x80\x93 thanks to everything from long life expectancy to high happiness to our major investments in health care. #ohcanada #greatwhitenorth https://t.co/NxaLOlSocg',positive
1707,"b'The media\xe2\x80\x99s interest in the SNC-Lavalin affair has been matched by mounting public intrigue, according to major upticks in online searches of its key characters. @CharliePinkerto reports: https://t.co/88cDLFvyy5 #cdnpoli'",positive
1708,b'Pumped to announce the #CBJ NHL 19 Tournament!\n\n-$7500 prize pool\n-open to US &amp; Canada\n-double elimination\n\nREGISTER: https://t.co/GlXVZBfCnE https://t.co/J14bmJtbcV',positive
1709,"b""With the list of airlines and regulatory authorities increasing, the only countries with airlines operating the 737 MAX, who haven't grounded their fleets are USA and Canada. Perhaps the below from the UK CAA (which directly impacts Canadian carriers operating to UK/Ireland)... https://t.co/6Ulys2SMr6""",negative
1710,b'Overdue by D Chase #Overdue \xe2\x81\xa6@dchasedageneral\xe2\x81\xa9 #DownloadNow #3LMG #TheLifestyle #Canada #Toronto \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 https://t.co/QQA36KKDfG',negative
1711,b'Virtual reality shows new promise for treating chronic pain great article about \xe2\x81\xa6@UBCNursing\xe2\x81\xa9 researchers Dr \xe2\x81\xa6@BernieGarrett\xe2\x81\xa9 and Dr Tarnia Taverner https://t.co/nd40wPzXCL',negative
1712,"b""Food Processors' Information Marketplace Event, March 21, 9am-12pm, Belleville. Hear from agriculture and agri-food Canada!\nRegistration required.\n#EasternOntario #EconDev https://t.co/OI3GG696NV""",positive
1713,"b""One study is taking a look at amphibians and reptiles in Essex County. It's been 35 years since the last check.\nhttps://t.co/yB1gLx8W9i\n#Amphibians #Reptiles #EssexCounty #Extinction""",positive
1714,b'HOW TO UNLOCK IPHONE \xf0\x9f\x94\x93 https://t.co/kEa5og0TEt \xf0\x9f\x93\xb5 ICLOUD REMOVING #icloud #icloudunlock #icloudgenerator #icloudbypass #icloudunlocker #icloudunlocking #removeicloud #icloudremoval #estadosunidos #reinounido #australia #canada #japon https://t.co/ujbrAdXab8',positive
1715,b'Canada should be more like Isreal\nhttps://t.co/TmwFUlVSZd',positive
1716,b'\xe2\x80\x9cIs this story real?\xe2\x80\x9d Remember that even prominent and trustworthy #news sources can make mistakes. Think twice before sharing anything that may (or may not!) raise a doubt in your mind. #StopDisinformation\nMore info: https://t.co/krpeQESNBd https://t.co/fzsENLXFeq',positive
1717,"b""The World Wide Web turns 30. Artificial Intelligence is just one example of how far we've come since dial-up! #DYK that Canada is a world leader in AI? As such, the country faces many social/ethical robot-related questions. #Web30 @CdnEncyclopedia  https://t.co/GLrmyls3U4""",positive
1718,b'Are you curious to see where the world shops? We\xe2\x80\x99ve made it easy for your #CdnAg #foodbiz to participate in our #CanadaPavillion. Become part of the experience today: https://t.co/m0N01gwkBW https://t.co/Z3jmPDqnFh',positive
1719,"b'We\xe2\x80\x99re proud to sponsor the @CSGames20xx from March 22 to 24, in Montr\xc3\xa9al. Come meet our #IT team \xe2\x80\x94 we\xe2\x80\x99re always looking at ways to innovate: https://t.co/tkkyPyFMNo https://t.co/LkZRS1YX6U'",positive
1720,b'B.C. pipeline site not original location of Indigenous artifacts: regulator https://t.co/iMlXGSoGcj https://t.co/5pa7fqpGhl',positive
1721,b'@loveoldtrux @JustinFarmerWSB @GovKemp The drugs are cheaper in Canada. Maybe you should consider moving.',positive
1722,"b""Living with type 1 diabetes and no health insurance, Tsaplina bought a year\xe2\x80\x99s supply of insulin in Canada, because she can't afford to buy it here in the U.S. https://t.co/6TMchPYmpE""",positive
1723,"b'#ISS school contact between North Point School for Boys, Calgary, Alberta, Canada, telebridge via IK1SLD (David St-Jacques KG5FYI  Wed 2019-03-20 20:16:09 UTC #hamradio #amateurradio #hamr #ariss https://t.co/apFemlPU8j'",positive
1724,"b'Lead in drinking water can still be a problem for some Canadians, especially in older homes and neighbourhoods. Find out what you can do to help lower your exposure to #lead: https://t.co/gDRTY1oxk7 https://t.co/jpVk9aTjs5'",positive
1725,"b'Amazing Walper Hotel Design in Kitchener, Ontario, Canada https://t.co/5NPkpU9onx #interiordesign #interior #hotel #furniture #furnituredesign #lobby #dining #barstools #wood #color #furniturestore #design #ny #place #accentchair #store #sohomod https://t.co/Qt0rzDYuPP'",positive
1726,b'The inhumanity of theocracy+patriarchy: Iran: Shocking 33-year prison term and 148 lashes for women\xe2\x80\x99s rights defender Nasrin Sotoudeh | Amnesty International Canada https://t.co/INT73VI4jV',negative
1727,"b'""Hard on the heels of the transfer that raised hell last fall \xe2\x80\x94 the killer Terri-Lynne McClintic from a prison to a healing lodge \xe2\x80\x94 the Correctional Service of Canada has quietly moved another controversial inmate."" https://t.co/8BnBOvsxqV'",negative
1728,"b""#RecallAlert: @Honda is likely to recall around 1 million older vehicles in the U.S. and Canada because the Takata driver's air bag inflators that were installed during previous recalls could be dangerous. https://t.co/4mQgr69f91?""",positive
1729,"b'Emergency crews were called to Dorado Court, near Keele and Sheppard, late Monday night. https://t.co/zvFW0K8gqa'",negative
1730,b'The biggest monthly sales decline in a year has Toronto realtors calling for a review of stricter mortgage rules https://t.co/uZ3TXbyEl2',negative
1731,"b'\xe2\x80\x9cAs I continue in my career, it\xe2\x80\x99s going to be interesting looking back and seeing projects that I\xe2\x80\x99ve financed, whether it\xe2\x80\x99s just refinancing or helping from the ground up.\xe2\x80\x9d #ici25\n\n-- J Brown\n\nhttps://t.co/3CBh7dj7zf\n\nPhoto by Marvin Meyer on Unsplash https://t.co/5IFxPVaUAS'",positive
1732,"b'UK has banned all Boeing 737 MAX planes from its airspace. Also grounded in Australia, Singapore, Malaysia and China. Umm, Canada??? https://t.co/5z7moH4mqp'",positive
1733,"b'@TeaPainUSA @mitchellvii Why does it seem the majority of the crazies live in Florida? Roger Stone, Bob Kraft, Trump, this guy? No wonder I live just about as far from that state as possible without moving to Canada. These guys need some serious sunblock, their overexposure is showing'",positive
1734,b'Congratulations to our friend @maverickcalgary who will be invested into the Order of Canada on Thursday! https://t.co/cucmF9pBUI',positive
